행정구역,2022년07월_총인구수,2022년07월_세대수,2022년07월_세대당 인구,2022년07월_남자 인구수,2022년07월_여자 인구수,2022년07월_남여 비율
제주특별자치도  (5000000000),"678,491","310,747",2.18,"339,951","338,540",1
제주특별자치도 제주시 (5011000000),"493,898","222,251",2.22,"246,826","247,072",1
제주특별자치도 서귀포시 (5013000000),"184,593","88,496",2.09,"93,125","91,468",1.02
